"Poz.";"Nr rysunku";"Nazwa";"Opis";"Iloœæ";"Materia³";"Dostawca"
"1";"2621-860.06";"Prêt górny suwaka";"";"1";"316";""
"2";"2621-860.07";"Koñcówka suwaka 18";"";"1";"316";""
"3";"";"prêt 6mm L531";"";"1";"316";""
