"Poz.";"Nr rysunku";"Nazwa";"Opis";"Iloœæ";"Materia³";"Dostawca"
"1";"2621-860.31XX";"K¹townik oprawy";"";"1";"304";""
"2";"2621-860.32X";"Hak oprawy";"";"1";"304";""
