"Poz.";"Nr rysunku";"Nazwa";"Opis";"Iloœæ";"Materia³";"Dostawca"
"1";"2621-860.02";"Zaœlepka koñcówki 18";"";"1";"316";""
"2";"2621-860.01";"Rura koñcówki 18";"";"1";"316";""
"3";"2621-860.04";"Koñcówka koñcówki 18";"";"1";"316";""
"4";"2621-860.03";"Nasadka koñcówki 18";"";"1";"316";""
